,Id,SalePrice
0,1461,128644
1,1462,156051
2,1463,180216
3,1464,184323
4,1465,194442
5,1466,186856
6,1467,169898
7,1468,176198
8,1469,181511
9,1470,121663
10,1471,185439
11,1472,99257
12,1473,97158
13,1474,151998
14,1475,145148
15,1476,416691
16,1477,251450
17,1478,318881
18,1479,291935
19,1480,460328
20,1481,336400
21,1482,215226
22,1483,175537
23,1484,180700
24,1485,177622
25,1486,203280
26,1487,358391
27,1488,246691
28,1489,207684
29,1490,186849
30,1491,205814
31,1492,91917
32,1493,185510
33,1494,311206
34,1495,274952
35,1496,212194
36,1497,191174
37,1498,154965
38,1499,152256
39,1500,142094
40,1501,172607
41,1502,162471
42,1503,289385
43,1504,221299
44,1505,213533
45,1506,191417
46,1507,221118
47,1508,199887
48,1509,163698
49,1510,152460
50,1511,146531
51,1512,154858
52,1513,162337
53,1514,151786
54,1515,177348
55,1516,154377
56,1517,166438
57,1518,130782
58,1519,214653
59,1520,135526
60,1521,144433
61,1522,162823
62,1523,119785
63,1524,130427
64,1525,130623
65,1526,129548
66,1527,108719
67,1528,134101
68,1529,137438
69,1530,168269
70,1531,141183
71,1532,101179
72,1533,137701
73,1534,115317
74,1535,164548
75,1536,119586
76,1537,64873
77,1538,183144
78,1539,263964
79,1540,117063
80,1541,147438
81,1542,144000
82,1543,216917
83,1544,80301
84,1545,103820
85,1546,124381
86,1547,141137
87,1548,137628
88,1549,105536
89,1550,138044
90,1551,111498
91,1552,145820
92,1553,163334
93,1554,123210
94,1555,172022
95,1556,96557
96,1557,121768
97,1558,95462
98,1559,124752
99,1560,137533
100,1561,148789
101,1562,127548
102,1563,121610
103,1564,154991
104,1565,153044
105,1566,233539
106,1567,70075
107,1568,215762
108,1569,151438
109,1570,145522
110,1571,138914
111,1572,137860
112,1573,237977
113,1574,117214
114,1575,208121
115,1576,219771
116,1577,204889
117,1578,149591
118,1579,137523
119,1580,197756
120,1581,146551
121,1582,122638
122,1583,324753
123,1584,245138
124,1585,121619
125,1586,71970
126,1587,118500
127,1588,160402
128,1589,101655
129,1590,130449
130,1591,107068
131,1592,115852
132,1593,116354
133,1594,158262
134,1595,135570
135,1596,223754
136,1597,163390
137,1598,202211
138,1599,205453
139,1600,192160
140,1601,81950
141,1602,112143
142,1603,99303
143,1604,281011
144,1605,256182
145,1606,168477
146,1607,186861
147,1608,210212
148,1609,199810
149,1610,162052
150,1611,154759
151,1612,160126
152,1613,167953
153,1614,113359
154,1615,87170
155,1616,85139
156,1617,88576
157,1618,127066
158,1619,131142
159,1620,166259
160,1621,138863
161,1622,159179
162,1623,296219
163,1624,211038
164,1625,129634
165,1626,168842
166,1627,183092
167,1628,312746
168,1629,184584
169,1630,353796
170,1631,234058
171,1632,264493
172,1633,172227
173,1634,183443
174,1635,175867
175,1636,165111
176,1637,177183
177,1638,227732
178,1639,183517
179,1640,261031
180,1641,187037
181,1642,233159
182,1643,238383
183,1644,232453
184,1645,170234
185,1646,155891
186,1647,160802
187,1648,140851
188,1649,143878
189,1650,118355
190,1651,127607
191,1652,95114
192,1653,96978
193,1654,154534
194,1655,152041
195,1656,150111
196,1657,153459
197,1658,153414
198,1659,139684
199,1660,148971
200,1661,429915
201,1662,403727
202,1663,402780
203,1664,458937
204,1665,329606
205,1666,313384
206,1667,379397
207,1668,338600
208,1669,304095
209,1670,356840
210,1671,256931
211,1672,423977
212,1673,319383
213,1674,256300
214,1675,187322
215,1676,186318
216,1677,207676
217,1678,449924
218,1679,361039
219,1680,366254
220,1681,297475
221,1682,305940
222,1683,188314
223,1684,176846
224,1685,174459
225,1686,169411
226,1687,170471
227,1688,187132
228,1689,192602
229,1690,192158
230,1691,176719
231,1692,283014
232,1693,173677
233,1694,181971
234,1695,170943
235,1696,273536
236,1697,171522
237,1698,350577
238,1699,334144
239,1700,247184
240,1701,267215
241,1702,263116
242,1703,261303
243,1704,271689
244,1705,271505
245,1706,428552
246,1707,214841
247,1708,213098
248,1709,298337
249,1710,228787
250,1711,259472
251,1712,262713
252,1713,237676
253,1714,216811
254,1715,198392
255,1716,179333
256,1717,170839
257,1718,156444
258,1719,220023
259,1720,260923
260,1721,167220
261,1722,143164
262,1723,156005
263,1724,211565
264,1725,242591
265,1726,190365
266,1727,173560
267,1728,188796
268,1729,171508
269,1730,163516
270,1731,129327
271,1732,122233
272,1733,118540
273,1734,131841
274,1735,130738
275,1736,114789
276,1737,349342
277,1738,231394
278,1739,271359
279,1740,192135
280,1741,183874
281,1742,171546
282,1743,169670
283,1744,319354
284,1745,249805
285,1746,296629
286,1747,242348
287,1748,220860
288,1749,156071
289,1750,146728
290,1751,265549
291,1752,114302
292,1753,148804
293,1754,211782
294,1755,163229
295,1756,121216
296,1757,119139
297,1758,147612
298,1759,167252
299,1760,153530
300,1761,152799
301,1762,174878
302,1763,182517
303,1764,118840
304,1765,165127
305,1766,168835
306,1767,200091
307,1768,139039
308,1769,169112
309,1770,141617
310,1771,135105
311,1772,144570
312,1773,143014
313,1774,132988
314,1775,133221
315,1776,132283
316,1777,111091
317,1778,129565
318,1779,129111
319,1780,180741
320,1781,129282
321,1782,95643
322,1783,133718
323,1784,99819
324,1785,112691
325,1786,149921
326,1787,175302
327,1788,55081
328,1789,92495
329,1790,92881
330,1791,179846
331,1792,155631
332,1793,136929
333,1794,135175
334,1795,143349
335,1796,147327
336,1797,104384
337,1798,127571
338,1799,111851
339,1800,137953
340,1801,136307
341,1802,142759
342,1803,152209
343,1804,137632
344,1805,138534
345,1806,130224
346,1807,148845
347,1808,119755
348,1809,135701
349,1810,144735
350,1811,118375
351,1812,119327
352,1813,119320
353,1814,95003
354,1815,55848
355,1816,108372
356,1817,121585
357,1818,134214
358,1819,122273
359,1820,85055
360,1821,125080
361,1822,144809
362,1823,63510
363,1824,143455
364,1825,146217
365,1826,108628
366,1827,112811
367,1828,141913
368,1829,105058
369,1830,133195
370,1831,182889
371,1832,112416
372,1833,140496
373,1834,153987
374,1835,186976
375,1836,128611
376,1837,90000
377,1838,142172
378,1839,90334
379,1840,166150
380,1841,151620
381,1842,91544
382,1843,147684
383,1844,143985
384,1845,153678
385,1846,153030
386,1847,165973
387,1848,61644
388,1849,133829
389,1850,130240
390,1851,156720
391,1852,121734
392,1853,135841
393,1854,171551
394,1855,171443
395,1856,230972
396,1857,165340
397,1858,139053
398,1859,122729
399,1860,145894
400,1861,122509
401,1862,278401
402,1863,275358
403,1864,275358
404,1865,356761
405,1866,348635
406,1867,242690
407,1868,308270
408,1869,197721
409,1870,224818
410,1871,279769
411,1872,179522
412,1873,230824
413,1874,141258
414,1875,211738
415,1876,196035
416,1877,196195
417,1878,219439
418,1879,134577
419,1880,127309
420,1881,223166
421,1882,272157
422,1883,209217
423,1884,220428
424,1885,267072
425,1886,311009
426,1887,187409
427,1888,261028
428,1889,176590
429,1890,133889
430,1891,141894
431,1892,108497
432,1893,138923
433,1894,130152
434,1895,149655
435,1896,124249
436,1897,116784
437,1898,117676
438,1899,135139
439,1900,149300
440,1901,152998
441,1902,138473
442,1903,229175
443,1904,133320
444,1905,184852
445,1906,152812
446,1907,189577
447,1908,107024
448,1909,124721
449,1910,119549
450,1911,202610
451,1912,276678
452,1913,140155
453,1914,71674
454,1915,330128
455,1916,69819
456,1917,264562
457,1918,139271
458,1919,162708
459,1920,158438
460,1921,412569
461,1922,351480
462,1923,222512
463,1924,218851
464,1925,234687
465,1926,391312
466,1927,140833
467,1928,156094
468,1929,124239
469,1930,149359
470,1931,134631
471,1932,140305
472,1933,177039
473,1934,177606
474,1935,174135
475,1936,187392
476,1937,191511
477,1938,167662
478,1939,271743
479,1940,193704
480,1941,181417
481,1942,201896
482,1943,204350
483,1944,329730
484,1945,362489
485,1946,166148
486,1947,336800
487,1948,173258
488,1949,244987
489,1950,176086
490,1951,251831
491,1952,245921
492,1953,163971
493,1954,225074
494,1955,131836
495,1956,264752
496,1957,164602
497,1958,318755
498,1959,146263
499,1960,118386
500,1961,116350
501,1962,90947
502,1963,97970
503,1964,113636
504,1965,148437
505,1966,156003
506,1967,281890
507,1968,382774
508,1969,378363
509,1970,426860
510,1971,440704
511,1972,354893
512,1973,280425
513,1974,326522
514,1975,459894
515,1976,261219
516,1977,346386
517,1978,367764
518,1979,358603
519,1980,200056
520,1981,338488
521,1982,214804
522,1983,211518
523,1984,168529
524,1985,191850
525,1986,191506
526,1987,187363
527,1988,181486
528,1989,200167
529,1990,229679
530,1991,211949
531,1992,220963
532,1993,176244
533,1994,261601
534,1995,183077
535,1996,261408
536,1997,338591
537,1998,332586
538,1999,245958
539,2000,323003
540,2001,267721
541,2002,224643
542,2003,247155
543,2004,257637
544,2005,259523
545,2006,229835
546,2007,252990
547,2008,212623
548,2009,198876
549,2010,205219
550,2011,159051
551,2012,194744
552,2013,187761
553,2014,192958
554,2015,208383
555,2016,194173
556,2017,212069
557,2018,125509
558,2019,130088
559,2020,115117
560,2021,113168
561,2022,171840
562,2023,152401
563,2024,221810
564,2025,404630
565,2026,182861
566,2027,139015
567,2028,155405
568,2029,172143
569,2030,284482
570,2031,272756
571,2032,291554
572,2033,275826
573,2034,172427
574,2035,215452
575,2036,190068
576,2037,191512
577,2038,363725
578,2039,228454
579,2040,382377
580,2041,276324
581,2042,217316
582,2043,163354
583,2044,179969
584,2045,221616
585,2046,134968
586,2047,147135
587,2048,129909
588,2049,146731
589,2050,181480
590,2051,118692
591,2052,142078
592,2053,149432
593,2054,86586
594,2055,153724
595,2056,147818
596,2057,118205
597,2058,213361
598,2059,131606
599,2060,158753
600,2061,179718
601,2062,137678
602,2063,122530
603,2064,132829
604,2065,115285
605,2066,185580
606,2067,144378
607,2068,138929
608,2069,85262
609,2070,106235
610,2071,88152
611,2072,138299
612,2073,142564
613,2074,183329
614,2075,151631
615,2076,111856
616,2077,142322
617,2078,125649
618,2079,123537
619,2080,119724
620,2081,124380
621,2082,132715
622,2083,144357
623,2084,109349
624,2085,133826
625,2086,149957
626,2087,127239
627,2088,115673
628,2089,92476
629,2090,138900
630,2091,135407
631,2092,134939
632,2093,136309
633,2094,145006
634,2095,142133
635,2096,94953
636,2097,102129
637,2098,142066
638,2099,57982
639,2100,125677
640,2101,128952
641,2102,148044
642,2103,113239
643,2104,135770
644,2105,137908
645,2106,76140
646,2107,249332
647,2108,122875
648,2109,130669
649,2110,126013
650,2111,163781
651,2112,143328
652,2113,118471
653,2114,119637
654,2115,149239
655,2116,116111
656,2117,144174
657,2118,119894
658,2119,110502
659,2120,109613
660,2121,96804
661,2122,94889
662,2123,97780
663,2124,205734
664,2125,125129
665,2126,153154
666,2127,144755
667,2128,131121
668,2129,99625
669,2130,146254
670,2131,145960
671,2132,118554
672,2133,112029
673,2134,116455
674,2135,103164
675,2136,90380
676,2137,112791
677,2138,142770
678,2139,156630
679,2140,140912
680,2141,145161
681,2142,144932
682,2143,145818
683,2144,112732
684,2145,135586
685,2146,156747
686,2147,148305
687,2148,122763
688,2149,131808
689,2150,220628
690,2151,132955
691,2152,176930
692,2153,152758
693,2154,112986
694,2155,144662
695,2156,216388
696,2157,219475
697,2158,258487
698,2159,241768
699,2160,182060
700,2161,250637
701,2162,462762
702,2163,359474
703,2164,263006
704,2165,187204
705,2166,142049
706,2167,191321
707,2168,214575
708,2169,197583
709,2170,231521
710,2171,156715
711,2172,141033
712,2173,168792
713,2174,244339
714,2175,298003
715,2176,296097
716,2177,273558
717,2178,226953
718,2179,124335
719,2180,181938
720,2181,196598
721,2182,215269
722,2183,211093
723,2184,143098
724,2185,132525
725,2186,135383
726,2187,157110
727,2188,154823
728,2189,201889
729,2190,97675
730,2191,98648
731,2192,94894
732,2193,108649
733,2194,111670
734,2195,110065
735,2196,119481
736,2197,112408
737,2198,161575
738,2199,160961
739,2200,124004
740,2201,134164
741,2202,195715
742,2203,162017
743,2204,179507
744,2205,128480
745,2206,127114
746,2207,235576
747,2208,254106
748,2209,176482
749,2210,112139
750,2211,119301
751,2212,117840
752,2213,104821
753,2214,153733
754,2215,113158
755,2216,143908
756,2217,78033
757,2218,108290
758,2219,75766
759,2220,84921
760,2221,331525
761,2222,233441
762,2223,255910
763,2224,212999
764,2225,145684
765,2226,177672
766,2227,200858
767,2228,274854
768,2229,233851
769,2230,161783
770,2231,214539
771,2232,180197
772,2233,172476
773,2234,269375
774,2235,195786
775,2236,273591
776,2237,349680
777,2238,187237
778,2239,131407
779,2240,163873
780,2241,135589
781,2242,126682
782,2243,142345
783,2244,93286
784,2245,86944
785,2246,153269
786,2247,109242
787,2248,130687
788,2249,131224
789,2250,131893
790,2251,137223
791,2252,173813
792,2253,164566
793,2254,184243
794,2255,183105
795,2256,180061
796,2257,193193
797,2258,174811
798,2259,177833
799,2260,154786
800,2261,198537
801,2262,203162
802,2263,335947
803,2264,442217
804,2265,170846
805,2266,312229
806,2267,387267
807,2268,408490
808,2269,162814
809,2270,192024
810,2271,229440
811,2272,212049
812,2273,166976
813,2274,168680
814,2275,157761
815,2276,159659
816,2277,164795
817,2278,153428
818,2279,127633
819,2280,119238
820,2281,178615
821,2282,175125
822,2283,99319
823,2284,111730
824,2285,152242
825,2286,125953
826,2287,354553
827,2288,293323
828,2289,369529
829,2290,425620
830,2291,335878
831,2292,401802
832,2293,448028
833,2294,421636
834,2295,436947
835,2296,299685
836,2297,314784
837,2298,347766
838,2299,368739
839,2300,317605
840,2301,282835
841,2302,223950
842,2303,255129
843,2304,232505
844,2305,183638
845,2306,183510
846,2307,184910
847,2308,227963
848,2309,289939
849,2310,219710
850,2311,187851
851,2312,180194
852,2313,176182
853,2314,192263
854,2315,172197
855,2316,187557
856,2317,177762
857,2318,174987
858,2319,187464
859,2320,195396
860,2321,240794
861,2322,189737
862,2323,185236
863,2324,172355
864,2325,219894
865,2326,169494
866,2327,221167
867,2328,233594
868,2329,186163
869,2330,181704
870,2331,355805
871,2332,408353
872,2333,318388
873,2334,261529
874,2335,283676
875,2336,311925
876,2337,218794
877,2338,259337
878,2339,250032
879,2340,383875
880,2341,222999
881,2342,238174
882,2343,213490
883,2344,249724
884,2345,231313
885,2346,220381
886,2347,216417
887,2348,237283
888,2349,162353
889,2350,297358
890,2351,263942
891,2352,254545
892,2353,209123
893,2354,142344
894,2355,175225
895,2356,152084
896,2357,206798
897,2358,210008
898,2359,136547
899,2360,124596
900,2361,131000
901,2362,269572
902,2363,141758
903,2364,152728
904,2365,212750
905,2366,202090
906,2367,231944
907,2368,216443
908,2369,226168
909,2370,171585
910,2371,172028
911,2372,168779
912,2373,277224
913,2374,313536
914,2375,243525
915,2376,264384
916,2377,338435
917,2378,155602
918,2379,181939
919,2380,141497
920,2381,159273
921,2382,204279
922,2383,211633
923,2384,253093
924,2385,153349
925,2386,147007
926,2387,140399
927,2388,114384
928,2389,129452
929,2390,148837
930,2391,129575
931,2392,118193
932,2393,161013
933,2394,147345
934,2395,192505
935,2396,163997
936,2397,202673
937,2398,127191
938,2399,59730
939,2400,57614
940,2401,111536
941,2402,140297
942,2403,137315
943,2404,152795
944,2405,159092
945,2406,132415
946,2407,121103
947,2408,138052
948,2409,140772
949,2410,155272
950,2411,117016
951,2412,166875
952,2413,137623
953,2414,143293
954,2415,129558
955,2416,126816
956,2417,131440
957,2418,130322
958,2419,134473
959,2420,121078
960,2421,155726
961,2422,124159
962,2423,137346
963,2424,165580
964,2425,179841
965,2426,110827
966,2427,148766
967,2428,185779
968,2429,117655
969,2430,129030
970,2431,109823
971,2432,136643
972,2433,140046
973,2434,140071
974,2435,143329
975,2436,115040
976,2437,107756
977,2438,117009
978,2439,111245
979,2440,116475
980,2441,90829
981,2442,104104
982,2443,116371
983,2444,123010
984,2445,93584
985,2446,128505
986,2447,200127
987,2448,149651
988,2449,108029
989,2450,140837
990,2451,128875
991,2452,247676
992,2453,111721
993,2454,146267
994,2455,104575
995,2456,135287
996,2457,117508
997,2458,121075
998,2459,111121
999,2460,132965
1000,2461,119993
1001,2462,140661
1002,2463,112694
1003,2464,158222
1004,2465,136361
1005,2466,115749
1006,2467,152772
1007,2468,102478
1008,2469,94739
1009,2470,183297
1010,2471,226140
1011,2472,168336
1012,2473,108191
1013,2474,118417
1014,2475,249053
1015,2476,110702
1016,2477,136081
1017,2478,158336
1018,2479,110593
1019,2480,145506
1020,2481,127218
1021,2482,130139
1022,2483,117460
1023,2484,122645
1024,2485,122917
1025,2486,153373
1026,2487,187607
1027,2488,160135
1028,2489,154481
1029,2490,151314
1030,2491,92237
1031,2492,185168
1032,2493,144326
1033,2494,161675
1034,2495,113126
1035,2496,232542
1036,2497,154937
1037,2498,104503
1038,2499,112940
1039,2500,126598
1040,2501,130636
1041,2502,147919
1042,2503,106408
1043,2504,187666
1044,2505,244638
1045,2506,263316
1046,2507,329456
1047,2508,266324
1048,2509,225545
1049,2510,235559
1050,2511,194235
1051,2512,230397
1052,2513,217674
1053,2514,284260
1054,2515,147403
1055,2516,160418
1056,2517,140151
1057,2518,150739
1058,2519,240361
1059,2520,218048
1060,2521,204619
1061,2522,230519
1062,2523,130261
1063,2524,139689
1064,2525,141148
1065,2526,137458
1066,2527,123944
1067,2528,125746
1068,2529,118886
1069,2530,124810
1070,2531,235236
1071,2532,238912
1072,2533,206712
1073,2534,261114
1074,2535,329062
1075,2536,257188
1076,2537,240921
1077,2538,195346
1078,2539,188968
1079,2540,183445
1080,2541,188324
1081,2542,165604
1082,2543,126870
1083,2544,127544
1084,2545,129405
1085,2546,141447
1086,2547,135981
1087,2548,159447
1088,2549,159346
1089,2550,352881
1090,2551,143278
1091,2552,123338
1092,2553,93866
1093,2554,110726
1094,2555,116983
1095,2556,107988
1096,2557,112419
1097,2558,159622
1098,2559,122815
1099,2560,128737
1100,2561,145845
1101,2562,136894
1102,2563,149915
1103,2564,179956
1104,2565,139088
1105,2566,155166
1106,2567,120738
1107,2568,181419
1108,2569,189054
1109,2570,112382
1110,2571,183815
1111,2572,195968
1112,2573,243269
1113,2574,329338
1114,2575,116585
1115,2576,136104
1116,2577,150069
1117,2578,97690
1118,2579,89629
1119,2580,133666
1120,2581,126838
1121,2582,117244
1122,2583,264287
1123,2584,164571
1124,2585,175258
1125,2586,193204
1126,2587,188171
1127,2588,152238
1128,2589,141373
1129,2590,212674
1130,2591,223322
1131,2592,236336
1132,2593,267597
1133,2594,176725
1134,2595,218446
1135,2596,329492
1136,2597,178848
1137,2598,288268
1138,2599,353431
1139,2600,156726
